id,text_raw,text_model,text_lexical,text_eda_no_stopwords,category,subcategory,severity_of_hate,target_of_hate,type_of_hate,type_of_hate_id,split,char_count_raw,char_count_model,token_count,unique_token_count,lexical_diversity,average_token_length,max_token_length,short_token_count,long_token_count,bangla_stopword_count,bangla_stopword_ratio,bangla_char_count,latin_char_count,digit_count,whitespace_count,punctuation_count,emoji_count,bangla_char_ratio,latin_char_ratio,digit_ratio,punctuation_ratio,code_mixed_flag,url_count,email_count,mention_count,hashtag_count,exclamation_count,question_count,bangla_danda_count,newline_count,repeated_punctuation_count,repeated_character_count,placeholder_count,all_caps_latin_token_count,log_char_count,log_token_count,category_train_frequency,subcategory_train_frequency
279068,এরা জনগনকে হালের বলদ বানাচ্ছে কারন ধারের টাকা দিয়ে কখনও দেশের সংকট মোকাবেলা করা সম্ভব নয়,এরা জনগনকে হালের বলদ বানাচ্ছে কারন ধারের টাকা দিয়ে কখনও দেশের সংকট মোকাবেলা করা সম্ভব নয়,এরা জনগনকে হালের বলদ বানাচ্ছে কারন ধারের টাকা দিয়ে কখনও দেশের সংকট মোকাবেলা করা সম্ভব নয়,এরা জনগনকে হালের বলদ বানাচ্ছে কারন ধারের টাকা কখনও দেশের সংকট মোকাবেলা সম্ভব নয়,Politics,জাতীয় সংসদ,Mild,Organization,Political Hate,4,train,88.0,90.0,16.0,16.0,1.0,4.6875,8.0,0.0,2.0,2.0,0.125,73.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48863636973214,2.833213344056216,0.23908016443987667,0.06333504624871532
686429,আর একজনও রোহিঙ্গা অনুপ্রবেশ চায়না বিষ পোড়া হয়ে দাঁড়িয়েছে প্রয়োজনে দালালদের ক্রসফায়ার দেওয়া হোক,আর একজনও রোহিঙ্গা অনুপ্রবেশ চায়না বিষ পোড়া হয়ে দাঁড়িয়েছে প্রয়োজনে দালালদের ক্রসফায়ার দেওয়া হোক,আর একজনও রোহিঙ্গা অনুপ্রবেশ চায়না বিষ পোড়া হয়ে দাঁড়িয়েছে প্রয়োজনে দালালদের ক্রসফায়ার দেওয়া হোক,একজনও রোহিঙ্গা অনুপ্রবেশ চায়না বিষ পোড়া দাঁড়িয়েছে প্রয়োজনে দালালদের ক্রসফায়ার দেওয়া হোক,National,বাংলার সময় (Banglar Somoy),Severe,Community,Abusive,1,train,102.0,102.0,14.0,14.0,1.0,6.357142857142857,11.0,1.0,6.0,2.0,0.14285714285714285,89.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.634728988229636,2.70805020110221,0.32252055498458376,0.050745118191161356
747586,আপনাদের কি লজ্জা নাই আর্জেন্টিনার জার্সি গায় দিসেন,আপনাদের কি লজ্জা নাই আর্জেন্টিনার জার্সি গায় দিসেন,আপনাদের কি লজ্জা নাই আর্জেন্টিনার জার্সি গায় দিসেন,আপনাদের লজ্জা নাই আর্জেন্টিনার জার্সি গায় দিসেন,Sports,Fifa World Cup,Mild,Community,Abusive,1,train,50.0,51.0,8.0,8.0,1.0,5.5,12.0,1.0,1.0,1.0,0.125,43.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9318256327243257,2.1972245773362196,0.09256166495375129,0.006616135662898253
700375,হায় হায় প্রেসিডেন্ট জিয়ার নাম কইয়া ফালাইছে হাসুবু যদি এইডা শোনে তাইলে ওর ব্যাবসা ধ্বংস অরে নাশকতার মামলা দিয়া ভিতরে হান্দাইয়া দিবো হালা শেখ মুজিবের নাম কইতি তাইলেই তো হাসুবু তোদের উপহার পাঠাইতো,হায় হায় প্রেসিডেন্ট জিয়ার নাম কইয়া ফালাইছে হাসুবু যদি এইডা শোনে তাইলে ওর ব্যাবসা ধ্বংস অরে নাশকতার মামলা দিয়া ভিতরে হান্দাইয়া দিবো হালা শেখ মুজিবের নাম কইতি তাইলেই তো হাসুবু তোদের উপহার পাঠাইতো,হায় হায় প্রেসিডেন্ট জিয়ার নাম কইয়া ফালাইছে হাসুবু যদি এইডা শোনে তাইলে ওর ব্যাবসা ধ্বংস অরে নাশকতার মামলা দিয়া ভিতরে হান্দাইয়া দিবো হালা শেখ মুজিবের নাম কইতি তাইলেই তো হাসুবু তোদের উপহার পাঠাইতো,হায় হায় প্রেসিডেন্ট জিয়ার নাম কইয়া ফালাইছে হাসুবু এইডা শোনে তাইলে ওর ব্যাবসা ধ্বংস অরে নাশকতার মামলা দিয়া ভিতরে হান্দাইয়া দিবো হালা শেখ মুজিবের নাম কইতি তাইলেই হাসুবু তোদের উপহার পাঠাইতো,National,বাংলার সময় (Banglar Somoy),Little to None,Individual,Political Hate,4,train,193.0,199.0,33.0,30.0,0.9090909090909091,5.0606060606060606,11.0,2.0,2.0,2.0,0.06060606060606061,161.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.267858159063328,3.5263605246161616,0.32252055498458376,0.050745118191161356
138056,এদেরকে গেরেপ্তার করে আইনের আওতায় এনে শাস্তি হিসেবে ফাঁসি দেওয়া হোক,এদেরকে গেরেপ্তার করে আইনের আওতায় এনে শাস্তি হিসেবে ফাঁসি দেওয়া হোক,এদেরকে গেরেপ্তার করে আইনের আওতায় এনে শাস্তি হিসেবে ফাঁসি দেওয়া হোক,এদেরকে গেরেপ্তার আইনের আওতায় এনে শাস্তি হিসেবে ফাঁসি দেওয়া হোক,National,বাংলার সময়,Mild,Community,Abusive,1,train,66.0,68.0,11.0,11.0,1.0,5.2727272727272725,9.0,0.0,1.0,1.0,0.09090909090909091,56.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204692619390966,2.4849066497880004,0.32252055498458376,0.10495889003083247
399543,কোন সংবিধান হবে না তত্ত্বাবধায় সরকারে কিনে নির্বাচন হবে কোন দলীয় নির্বাচন চায়না হাসিনার অধীনে কোন নির্বাচন হতে আরে না,কোন সংবিধান হবে না তত্ত্বাবধায় সরকারে কিনে নির্বাচন হবে কোন দলীয় নির্বাচন চায়না হাসিনার অধীনে কোন নির্বাচন হতে আরে না,কোন সংবিধান হবে না তত্ত্বাবধায় সরকারে কিনে নির্বাচন হবে কোন দলীয় নির্বাচন চায়না হাসিনার অধীনে কোন নির্বাচন হতে আরে না,সংবিধান তত্ত্বাবধায় সরকারে কিনে নির্বাচন দলীয় নির্বাচন চায়না হাসিনার অধীনে নির্বাচন হতে আরে,International,আন্তর্জাতিক সময়,Mild,Individual,Political Hate,4,train,120.0,120.0,20.0,14.0,0.7,5.05,12.0,2.0,4.0,7.0,0.35,101.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795790545596741,3.044522437723423,0.21948869475847893,0.1224306269270298
362016,নিশ্চয়ই সে দাজ্জালের একজন সৈন্য ছিলো,নিশ্চয়ই সে দাজ্জালের একজন সৈন্য ছিলো,নিশ্চয়ই সে দাজ্জালের একজন সৈন্য ছিলো,নিশ্চয়ই দাজ্জালের একজন সৈন্য ছিলো,International,আন্তর্জাতিক সময়,Mild,Individual,Abusive,1,train,36.0,37.0,6.0,6.0,1.0,5.333333333333333,9.0,1.0,2.0,1.0,0.16666666666666666,31.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6109179126442243,1.9459101490553132,0.21948869475847893,0.1224306269270298
828080,সৌদি যুবরাজ একটা বেজন্মা,সৌদি যুবরাজ একটা বেজন্মা,সৌদি যুবরাজ একটা বেজন্মা,সৌদি যুবরাজ একটা বেজন্মা,International,Somoy International News,Severe,Individual,Profane,5,train,24.0,24.0,4.0,4.0,1.0,5.25,7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2188758248682006,1.6094379124341003,0.21948869475847893,0.08716598150051387
866510,বালের আলাপ কারো নিজস্বতা থাকতে পারে না,বালের আলাপ কারো নিজস্বতা থাকতে পারে না,বালের আলাপ কারো নিজস্বতা থাকতে পারে না,বালের আলাপ কারো নিজস্বতা থাকতে পারে,Sports,Somoy Sporta(Football),Severe,Individual,Profane,5,train,38.0,38.0,7.0,7.0,1.0,4.571428571428571,8.0,1.0,1.0,1.0,0.14285714285714285,32.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635616461296463,2.0794415416798357,0.09256166495375129,0.018627954779033916
934972,সাকিব হয়ে গেছে এখন বিসিবির অভিমানী বউ,সাকিব হয়ে গেছে এখন বিসিবির অভিমানী বউ,সাকিব হয়ে গেছে এখন বিসিবির অভিমানী বউ,সাকিব গেছে এখন বিসিবির অভিমানী বউ,Sports,Somoy Sports(Cricket),Severe,Individual,Abusive,1,train,37.0,38.0,7.0,7.0,1.0,4.571428571428571,7.0,1.0,0.0,1.0,0.14285714285714285,31.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6375861597263857,2.0794415416798357,0.09256166495375129,0.051772867420349436
426801,বাংলাদেশের তারা কোথায় যারা প্রবাসীদের রেমিট্যান্স হিসাব নিকাশ করে চেটে পুটে খাওয়ার আশায় বসে আছে,বাংলাদেশের তারা কোথায় যারা প্রবাসীদের রেমিট্যান্স হিসাব নিকাশ করে চেটে পুটে খাওয়ার আশায় বসে আছে,বাংলাদেশের তারা কোথায় যারা প্রবাসীদের রেমিট্যান্স হিসাব নিকাশ করে চেটে পুটে খাওয়ার আশায় বসে আছে,বাংলাদেশের কোথায় যারা প্রবাসীদের রেমিট্যান্স হিসাব নিকাশ চেটে পুটে খাওয়ার আশায় বসে,International,আন্তর্জাতিক সময়,Mild,Community,Abusive,1,train,95.0,98.0,15.0,15.0,1.0,5.6,11.0,0.0,3.0,3.0,0.2,81.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.564348191467836,2.772588722239781,0.21948869475847893,0.1224306269270298
580443,শেখ হাসিনা মানেই নতুন কিছু নির্মাণ নতুন কিছু সৃষ্টি ও নতুন কিছুর উদ্বোধন হে মহান আল্লাহ পাক দেশ উন্নয়ন নেত্রী শেখ হাসিনাকে ফেরাউনের বংশধরদের কাল থাবা থেকে হেফাজত করুন এবং পৃথিবীর বুকে বাংলাদেশকে একটি সম্মানজনক রাষ্ট্রে পরিণত করার তার নিরলস প্রচেষ্টা ও আকাঙ্খা আপনি কবুল করুন,শেখ হাসিনা মানেই নতুন কিছু নির্মাণ নতুন কিছু সৃষ্টি ও নতুন কিছুর উদ্বোধন হে মহান আল্লাহ পাক দেশ উন্নয়ন নেত্রী শেখ হাসিনাকে ফেরাউনের বংশধরদের কাল থাবা থেকে হেফাজত করুন এবং পৃথিবীর বুকে বাংলাদেশকে একটি সম্মানজনক রাষ্ট্রে পরিণত করার তার নিরলস প্রচেষ্টা ও আকাঙ্খা আপনি কবুল করুন,শেখ হাসিনা মানেই নতুন কিছু নির্মাণ নতুন কিছু সৃষ্টি ও নতুন কিছুর উদ্বোধন হে মহান আল্লাহ পাক দেশ উন্নয়ন নেত্রী শেখ হাসিনাকে ফেরাউনের বংশধরদের কাল থাবা থেকে হেফাজত করুন এবং পৃথিবীর বুকে বাংলাদেশকে একটি সম্মানজনক রাষ্ট্রে পরিণত করার তার নিরলস প্রচেষ্টা ও আকাঙ্খা আপনি কবুল করুন,শেখ হাসিনা মানেই নতুন নির্মাণ নতুন সৃষ্টি নতুন কিছুর উদ্বোধন মহান আল্লাহ পাক দেশ উন্নয়ন নেত্রী শেখ হাসিনাকে ফেরাউনের বংশধরদের কাল থাবা হেফাজত করুন পৃথিবীর বুকে বাংলাদেশকে সম্মানজনক রাষ্ট্রে পরিণত করার নিরলস প্রচেষ্টা আকাঙ্খা কবুল করুন,National,জাতীয় সংবাদ,Little to None,Individual,Political Hate,4,train,275.0,275.0,46.0,40.0,0.8695652173913043,5.0,10.0,3.0,7.0,10.0,0.21739130434782608,230.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62040086571715,3.8501476017100584,0.32252055498458376,0.12345837615621788
591320,খবিছের মুখে আজকে হাসি নাই কেন,খবিছের মুখে আজকে হাসি নাই কেন,খবিছের মুখে আজকে হাসি নাই কেন,খবিছের মুখে আজকে হাসি নাই,National,জাতীয় সংবাদ,Little to None,Individual,Abusive,1,train,29.0,29.0,6.0,6.0,1.0,4.0,6.0,0.0,0.0,1.0,0.16666666666666666,24.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4011973816621555,1.9459101490553132,0.32252055498458376,0.12345837615621788
565862,খানকির পোলারা হেডার নিউজ দেস নিউজের মাঝখানে দুইবার দেস এড,খানকির পোলারা হেডার নিউজ দেস নিউজের মাঝখানে দুইবার দেস এড,খানকির পোলারা হেডার নিউজ দেস নিউজের মাঝখানে দুইবার দেস এড,খানকির পোলারা হেডার নিউজ দেস নিউজের মাঝখানে দুইবার দেস এড,National,জাতীয় সংবাদ,Severe,Organization,Profane,5,train,57.0,57.0,10.0,9.0,0.9,4.8,7.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.060443010546419,2.3978952727983707,0.32252055498458376,0.12345837615621788
241870,ফিলিস্তিন হয় আর এক সান্ত্রসবাদী,ফিলিস্তিন হয় আর এক সান্ত্রসবাদী,ফিলিস্তিন হয় আর এক সান্ত্রসবাদী,ফিলিস্তিন হয় সান্ত্রসবাদী,Geopolitics,ভূরাজনীতি,Mild,Society,Abusive,1,train,32.0,32.0,5.0,5.0,1.0,5.6,12.0,2.0,2.0,2.0,0.4,28.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965075614664802,1.791759469228055,0.0014131551901336073,0.0014131551901336073
792171,বিশিষ্ট চুলকানি দাতা এই অভিনেতা সত্যি ভাল সূরসুরি দিতে পারেন,বিশিষ্ট চুলকানি দাতা এই অভিনেতা সত্যি ভাল সূরসুরি দিতে পারেন,বিশিষ্ট চুলকানি দাতা এই অভিনেতা সত্যি ভাল সূরসুরি দিতে পারেন,বিশিষ্ট চুলকানি দাতা অভিনেতা সত্যি ভাল সূরসুরি দিতে পারেন,International,Somoy International News,Little to None,Individual,Abusive,1,train,60.0,60.0,10.0,10.0,1.0,5.1,7.0,1.0,0.0,1.0,0.1,51.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.110873864173311,2.3978952727983707,0.21948869475847893,0.08716598150051387
516325,মাইয়া কেনো আপনার সাথেবলে দিতেন ছেলে আসতে হবে যেমন ফারাজ করিম এরটা একটা ছেলে নিয়েছিলো,মাইয়া কেনো আপনার সাথেবলে দিতেন ছেলে আসতে হবে যেমন ফারাজ করিম এরটা একটা ছেলে নিয়েছিলো,মাইয়া কেনো আপনার সাথেবলে দিতেন ছেলে আসতে হবে যেমন ফারাজ করিম এরটা একটা ছেলে নিয়েছিলো,মাইয়া কেনো সাথেবলে দিতেন ছেলে আসতে যেমন ফারাজ করিম এরটা একটা ছেলে নিয়েছিলো,Entertainment,বিনোদন,Mild,Individual,Abusive,1,train,84.0,86.0,15.0,14.0,0.9333333333333333,4.8,9.0,0.0,1.0,2.0,0.13333333333333333,70.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442651256490317,2.772588722239781,0.03012589928057554,0.027171120246659814
114313,এই রকম কথা বলার জন্য এরে তেল দে কে,এই রকম কথা বলার জন্য এরে তেল দে কে,এই রকম কথা বলার জন্য এরে তেল দে কে,রকম কথা বলার এরে তেল দে,Politics,জাতীয় সংসদ নির্বাচন ২০২৪,Little to None,Unknown,Abusive,1,train,34.0,34.0,9.0,9.0,1.0,2.888888888888889,4.0,3.0,0.0,3.0,0.3333333333333333,26.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5553480614894135,2.302585092994046,0.23908016443987667,0.05023124357656732
838211,খুনিদের সরাসরি গুলি করা উচিত তাহলে আর খুন খারাপি হবে না,খুনিদের সরাসরি গুলি করা উচিত তাহলে আর খুন খারাপি হবে না,খুনিদের সরাসরি গুলি করা উচিত তাহলে আর খুন খারাপি হবে না,খুনিদের সরাসরি গুলি উচিত খুন খারাপি,Miscellaneous,Youtube Shorts,Severe,Community,Abusive,1,train,55.0,55.0,11.0,11.0,1.0,4.090909090909091,7.0,2.0,0.0,5.0,0.45454545454545453,45.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02535169073515,2.4849066497880004,0.07836587872559096,0.028841212744090444
